"region_id","SRR13404367","SRR13404368","SRR13404369","SRR13404370","SRR13404371","SRR13404372","SRR13404373","SRR13404374","SRR13404375","SRR13404376","SRR13404377","SRR13404378","SRR13404379","SRR13404380","SRR13404381","SRR13404382","SRR13404383","SRR13404384","SRR13404385","SRR13404386","SRR13404387","SRR13404388"
"chr21_43657791_43659940",NA,0.933333333333333,0.586206896551724,0.0526315789473684,NA,0.727272727272727,0.363636363636364,0.730769230769231,NA,0.923076923076923,0.75,0.56140350877193,0,0.571428571428571,0.266666666666667,0.964285714285714,0,0.181818181818182,NA,NA,NA,0.203703703703704
"chr21_43694081_43694383",NA,NA,1,NA,NA,NA,0.923076923076923,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0.785714285714286,1,NA,1
"chr21_43694518_43694723",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.941176470588235,NA,1
"chr21_43718413_43719950",NA,NA,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
"chr21_43728574_43728864",NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA
"chr21_43757640_43757846",NA,NA,NA,0.8,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,1,0.888888888888889,NA
"chr21_43776007_43776874",NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0
"chr21_43786699_43787170",NA,1,NA,1,NA,NA,NA,0.75,NA,1,NA,0.928571428571429,NA,NA,NA,0.896551724137931,1,1,1,NA,NA,NA
"chr21_43789387_43789999",0,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA
"chr21_43803582_43803843",NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,0.933333333333333,NA,1,1,NA,0.75,NA,1,NA
"chr21_43826371_43826609",0.666666666666667,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,0.461538461538462,0.9,NA,NA,NA,NA,NA,NA,0.75
"chr21_43864272_43866018",NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0.0526315789473684,NA,NA,NA,NA,0,NA
"chr21_43943593_43943918",1,NA,NA,NA,NA,1,NA,NA,NA,NA,0.75,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"chr21_43959636_43959935",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_43973512_43973741",0.733333333333333,NA,NA,NA,1,NA,0.8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0.769230769230769,NA
"chr21_43982604_43982961",NA,NA,1,NA,1,NA,1,0.833333333333333,0.857142857142857,NA,0.833333333333333,NA,1,NA,0.714285714285714,NA,NA,1,NA,NA,1,NA
"chr21_44011766_44013097",0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,0,NA
"chr21_44258408_44258661",NA,NA,1,1,0.733333333333333,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"chr21_44285546_44286161",NA,NA,NA,0.615384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0.6,NA,NA,NA,NA,0.782608695652174,NA
"chr21_44299633_44300681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA
"chr21_44310338_44310561",NA,NA,NA,NA,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"chr21_44324759_44324964",NA,0.8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"chr21_44332500_44332715",1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,0.833333333333333,NA,NA,1
"chr21_44333756_44334557",NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,NA
"chr21_44338639_44339642",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"chr21_44391463_44391667",0.461538461538462,0.521739130434783,NA,0.411764705882353,NA,NA,0.619047619047619,NA,NA,0.222222222222222,0.419354838709677,NA,0.869565217391304,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,NA
"chr21_44425110_44425810",NA,0.916666666666667,0.958333333333333,NA,1,0.8,0.928571428571429,NA,NA,NA,NA,0.973684210526316,NA,NA,1,0.931034482758621,NA,NA,NA,NA,NA,0.928571428571429
"chr21_44455581_44457443",0.711538461538462,NA,NA,0.521739130434783,NA,1,0.769230769230769,0.75,NA,NA,NA,NA,NA,0.954545454545455,NA,NA,NA,NA,0.62,NA,0.888888888888889,1
"chr21_44463778_44464024",NA,NA,NA,1,NA,NA,0.266666666666667,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,0.826086956521739,NA,NA,NA
"chr21_44506649_44506871",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_44510584_44510922",0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"chr21_44706976_44707185",NA,NA,NA,NA,NA,NA,0.611111111111111,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_44709477_44709774",0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"chr21_44723528_44723893",NA,NA,0.75,NA,NA,0,0,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,0,0.181818181818182,0.538461538461538,NA,NA
"chr21_44750016_44750260",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0.941176470588235,0.888888888888889,NA,NA,NA,NA
"chr21_44801474_44802541",NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA
"chr21_44816812_44819043",NA,0,0.380952380952381,NA,NA,NA,NA,0.0327868852459016,NA,NA,NA,0,NA,NA,0.4,NA,0,0.15625,1,NA,NA,1
"chr21_44848982_44849348",0.857142857142857,NA,NA,NA,0.777777777777778,NA,NA,0.5,NA,NA,NA,NA,0.4,NA,NA,1,NA,NA,NA,NA,NA,0.833333333333333
"chr21_44872795_44874829",NA,0,0,0,NA,NA,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,NA
"chr21_44931414_44932996",0,0,NA,0,NA,NA,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA
"chr21_44939733_44940508",NA,0.735294117647059,NA,0,0,NA,NA,0,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0
"chr21_44948137_44948425",NA,0.954545454545455,NA,0.909090909090909,NA,NA,NA,0.923076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_44958364_44958730",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.933333333333333,NA,NA,NA,1,NA
"chr21_44967137_44967387",1,0.9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"chr21_44972150_44972433",1,0.894736842105263,NA,NA,0.866666666666667,NA,NA,NA,NA,NA,NA,0.727272727272727,1,1,NA,NA,NA,NA,NA,1,1,NA
"chr21_44988011_44988228",NA,NA,NA,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692307692307692,NA,NA,NA
"chr21_45018226_45019428",NA,NA,NA,0.0952380952380952,NA,NA,NA,NA,NA,0.194444444444444,NA,0.428571428571429,NA,NA,0.125,0,NA,NA,NA,NA,0.238095238095238,0
"chr21_45028168_45028678",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"chr21_45074259_45075557",NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA
"chr21_45100881_45101380",NA,NA,1,NA,NA,NA,0.419354838709677,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,0.666666666666667,NA,NA,NA
"chr21_45133692_45134497",1,1,1,0.947368421052632,NA,NA,NA,NA,NA,NA,1,0.666666666666667,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"chr21_45257805_45258009",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.75,NA,NA,NA,NA,1,0.823529411764706,NA,0.583333333333333,NA,NA,1
"chr21_45265201_45265464",NA,NA,NA,1,NA,NA,0.923076923076923,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,0.571428571428571,NA,NA
"chr21_45266993_45267206",NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0.923076923076923,NA,NA,NA,NA,1
"chr21_45276676_45276920",1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA
"chr21_45277058_45277299",NA,NA,NA,0.928571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,1,NA
"chr21_45286777_45288836",0.538461538461538,NA,NA,0,NA,1,0.32,1,NA,NA,0.615384615384615,0,NA,NA,NA,NA,NA,0.166666666666667,0,0,NA,NA
"chr21_45295070_45295291",NA,NA,NA,1,NA,NA,NA,1,1,NA,0.923076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818181818181818,NA
"chr21_45302668_45302892",NA,1,0.875,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,1,NA,NA,0.6
"chr21_45379993_45380931",0.972222222222222,1,0.75,1,NA,NA,1,NA,NA,0.970588235294118,0.4,1,1,1,0.96,NA,1,0.962962962962963,0.933333333333333,0.954545454545455,0.9,0.8125
"chr21_45393081_45393327",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.933333333333333,0.923076923076923,NA,NA,NA,0.833333333333333,NA,NA,0.958333333333333,1,NA,0.857142857142857
"chr21_45405361_45406319",0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_45419178_45419427",NA,NA,1,NA,NA,1,0.818181818181818,1,1,0.823529411764706,0.928571428571429,NA,NA,NA,0.96551724137931,NA,NA,NA,NA,NA,NA,NA
"chr21_45427591_45427858",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"chr21_45430660_45430927",NA,NA,NA,0.571428571428571,1,0.733333333333333,NA,0.333333333333333,NA,1,0.444444444444444,1,NA,NA,NA,0.875,NA,NA,NA,1,NA,NA
"chr21_45439269_45440155",0,NA,NA,0.0588235294117647,0.302325581395349,1,0.0555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.636363636363636,0,0,0,NA
"chr21_45456255_45456838",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785714285714286,NA,NA,NA,0.96551724137931,0.75,NA,NA
"chr21_45470935_45471201",NA,0.285714285714286,NA,0.888888888888889,1,NA,NA,NA,NA,NA,NA,1,0.9,NA,NA,NA,NA,0.888888888888889,NA,NA,NA,0.9
"chr21_45474903_45476398",0.886792452830189,0.96551724137931,1,1,NA,NA,NA,0.857142857142857,0.894736842105263,1,0.955223880597015,0.8,1,1,0.892857142857143,0.9,0.928571428571429,NA,1,0.823529411764706,0.88235294117647,NA
"chr21_45477928_45478244",NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA
"chr21_45478652_45479079",NA,NA,NA,0.454545454545455,NA,NA,0.909090909090909,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,NA,NA,NA,0.666666666666667
"chr21_45492468_45492714",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_45498275_45498496",1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_45509312_45510297",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0.818181818181818,NA,0.958333333333333,1,NA,NA,NA,NA,1
"chr21_45512168_45512473",NA,0.866666666666667,NA,0.88,1,NA,0.727272727272727,NA,NA,0.777777777777778,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"chr21_45530673_45532372",0.96,1,0.966666666666667,1,1,0.727272727272727,0.983870967741935,0.958333333333333,1,1,NA,0.952380952380952,0.772727272727273,1,0.956521739130435,1,0.970588235294118,NA,0.8,1,0.93939393939394,NA
"chr21_45537402_45538002",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_45541755_45543164",NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0
"chr21_45554873_45555134",NA,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"chr21_45555564_45556427",NA,NA,NA,NA,0.636363636363636,0,0.90625,NA,NA,0.5,NA,1,NA,NA,0,0.714285714285714,NA,NA,NA,0.7,0.130434782608696,NA
"chr21_45589865_45591249",0.333333333333333,NA,0.5,NA,0.217391304347826,0.21875,NA,0.2,0,0.125,0.166666666666667,0.75,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"chr21_45641860_45644394",NA,NA,NA,0,NA,NA,NA,NA,0.0434782608695652,NA,0.722222222222222,NA,NA,0.0277777777777778,0.769230769230769,NA,0,1,NA,0.909090909090909,0,0.923076923076923
"chr21_45745873_45747012",NA,1,0.95,0.923076923076923,0.933333333333333,NA,1,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1,NA,0.933333333333333,1
"chr21_45867099_45867512",1,1,0.942857142857143,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.940298507462687,1,NA,NA,1,1,NA,0.928571428571429,0.941176470588235
"chr21_45868542_45868808",NA,NA,NA,NA,0.866666666666667,NA,0.857142857142857,0.142857142857143,NA,NA,1,NA,NA,NA,NA,NA,0.785714285714286,NA,1,NA,NA,NA
"chr21_45898596_45898986",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.529411764705882,NA,NA,NA,0.909090909090909,NA,NA,NA,NA,1,NA,NA
"chr21_45914034_45914535",NA,1,1,0.96551724137931,1,0.958333333333333,NA,NA,1,0.928571428571429,NA,NA,0.880952380952381,0.9,NA,NA,1,NA,0.90625,1,NA,0.818181818181818
"chr21_45923802_45925225",0.875,0.857142857142857,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0.95,0.785714285714286,0.944444444444444,NA,1,1,1,1,1,NA
"chr21_45972582_45974622",NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,0.0967741935483871,0.0277777777777778,NA
"chr21_45981195_45981522",0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA
"chr21_45981782_45982396",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
"chr21_45984195_45984398",NA,1,NA,1,0.933333333333333,NA,1,NA,NA,NA,NA,NA,NA,NA,0.888888888888889,NA,NA,NA,NA,NA,NA,NA
"chr21_45986948_45988542",NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,0.785714285714286,NA,1,0.95,NA,0.625,1,NA,0.958333333333333
"chr21_46001222_46001484",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_46001931_46003969",0.928571428571429,NA,1,0.896551724137931,1,NA,1,1,NA,1,1,1,0.941176470588235,1,1,0.928571428571429,0.9,NA,0.941176470588235,NA,1,0.84
"chr21_46006465_46006712",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA
"chr21_46033436_46033989",1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"chr21_46034287_46034596",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_46036358_46036616",NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"chr21_46037246_46037825",1,0.923076923076923,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0.909090909090909,NA,1,NA,NA,NA
"chr21_46097738_46099085",NA,NA,NA,NA,NA,NA,0.037037037037037,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
"chr21_46111986_46112907",NA,1,0.954545454545455,NA,NA,0.904761904761905,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA
"chr21_46125697_46126298",0.95,1,0.958333333333333,NA,1,1,NA,NA,0.826086956521739,NA,NA,0.7,NA,NA,0.916666666666667,NA,1,1,0.823529411764706,0.952380952380952,NA,0.868421052631579
"chr21_46129025_46129513",1,NA,NA,NA,NA,1,NA,NA,0.777777777777778,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"chr21_46131924_46132715",NA,NA,NA,1,NA,0.851851851851852,1,NA,NA,NA,NA,0.977777777777778,1,1,NA,1,NA,NA,NA,NA,1,NA
"chr21_46228278_46229708",NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"chr21_46285714_46286697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0666666666666667,0,NA,NA,0,NA,0,NA,NA,NA,NA,0
"chr21_46297314_46298145",NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0.0263157894736842,NA,NA,0,NA,NA,0,0.027027027027027
"chr21_46322866_46323355",NA,0,NA,0.04,NA,0.4,0,0,0,NA,0,NA,0,NA,0,0.0384615384615385,0.142857142857143,NA,0,0,0,0
"chr21_46323772_46325437",NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,0
"chr21_46382551_46384845",1,NA,NA,0.976744186046512,0.92,0.973684210526316,1,NA,1,NA,1,1,0.909090909090909,0.974358974358974,0.923076923076923,1,NA,1,1,1,0.894736842105263,0.923076923076923
"chr21_46388757_46389206",NA,NA,1,1,NA,1,NA,NA,NA,1,NA,0.444444444444444,0.947368421052632,NA,NA,NA,NA,0.923076923076923,NA,NA,NA,0.75
"chr21_46391216_46391436",NA,NA,NA,1,NA,0.823529411764706,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_46393337_46393547",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.909090909090909
"chr21_46403169_46404186",NA,0.9375,1,1,0.962962962962963,NA,NA,0.916666666666667,0.91304347826087,NA,0.933333333333333,1,NA,NA,NA,0.833333333333333,NA,NA,NA,1,1,1
"chr21_46411620_46412017",NA,0.875,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.95,NA,NA,NA,1
"chr21_46425682_46425950",1,1,NA,1,NA,NA,1,1,1,1,NA,NA,0.625,NA,NA,1,NA,1,NA,NA,1,NA
"chr21_46431535_46431769",NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,0.923076923076923,NA,1,NA,1,NA,NA,NA,NA,1
"chr21_46435980_46436230",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0.9,1,NA,NA,NA,1
"chr21_46458158_46459663",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA
"chr21_46498585_46498815",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.928571428571429,NA,NA,NA,NA,NA,1,NA,NA
"chr21_46598630_46598878",NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"chr21_46635288_46636148",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0
"chr21_46648606_46648896",NA,NA,NA,NA,1,0.933333333333333,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,1,NA
"chr21_46661330_46662292",0.875,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,0.285714285714286,1,0.933333333333333,NA
"chr21_46667289_46668194",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.0555555555555556,0,NA,NA,NA,0,NA,0,NA,0
