"tile_id","SRR13404367","SRR13404368","SRR13404369","SRR13404370","SRR13404371","SRR13404372","SRR13404373","SRR13404374","SRR13404375","SRR13404376","SRR13404377","SRR13404378","SRR13404379","SRR13404380","SRR13404381","SRR13404382","SRR13404383","SRR13404384","SRR13404385","SRR13404386","SRR13404387","SRR13404388"
"chr21_12710001_12720000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"chr21_12715001_12725000",NA,NA,NA,0.8,NA,NA,NA,1,NA,NA,NA,NA,0.4,NA,NA,NA,0.75,NA,NA,NA,NA,NA
"chr21_12720001_12730000",NA,NA,NA,0.8,NA,NA,NA,1,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12735001_12745000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12740001_12750000",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1,NA,0.4,0.833333333333333,NA,NA,NA,NA,NA,NA,NA
"chr21_12745001_12755000",NA,NA,NA,NA,NA,NA,NA,1,NA,0.5,NA,NA,NA,0.4,0.833333333333333,NA,NA,NA,NA,NA,NA,NA
"chr21_12750001_12760000",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12755001_12765000",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12765001_12775000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1
"chr21_12770001_12780000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,1,NA,NA,NA,1
"chr21_12775001_12785000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"chr21_12790001_12800000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12795001_12805000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.571428571428571,NA,NA,0.666666666666667,NA,NA,NA,NA,1,NA,NA
"chr21_12800001_12810000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,1,NA,NA
"chr21_12810001_12820000",NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"chr21_12815001_12825000",NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,0.25,NA,0.333333333333333,0.25,NA,NA,NA,NA,NA,0,NA
"chr21_12820001_12830000",NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.25,NA,NA,NA,NA,NA,NA,NA
"chr21_12825001_12835000",NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12835001_12845000",NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12840001_12850000",NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12845001_12855000",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12860001_12870000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12865001_12875000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12870001_12880000",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12875001_12885000",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12880001_12890000",NA,NA,NA,NA,1,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12885001_12895000",NA,NA,NA,NA,1,0.666666666666667,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12890001_12900000",NA,NA,0.666666666666667,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12895001_12905000",NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12910001_12920000",NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12915001_12925000",NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chr21_12960001_12970000",0.741935483870968,0.730769230769231,0.636363636363636,0.761904761904762,0.636363636363636,0.8,0.875,0.757575757575758,0.64,0.869565217391304,0.580645161290323,0.666666666666667,0.916666666666667,0.571428571428571,0.608695652173913,0.818181818181818,0.84,0.702702702702703,0.516129032258065,0.393939393939394,0.714285714285714,0.862068965517241
"chr21_12965001_12975000",0.716417910447761,0.673469387755102,0.634920634920635,0.666666666666667,0.741935483870968,0.758064516129032,0.796875,0.782608695652174,0.644444444444444,0.802631578947368,0.622950819672131,0.671052631578947,0.823529411764706,0.568627450980392,0.672727272727273,0.735294117647059,0.72463768115942,0.692307692307692,0.535714285714286,0.584415584415584,0.840909090909091,0.777777777777778
"chr21_12970001_12980000",0.653061224489796,0.581395348837209,0.672727272727273,0.653846153846154,0.824324324324324,0.784615384615385,0.753086419753086,0.790322580645161,0.640625,0.776315789473684,0.764705882352941,0.655172413793103,0.72463768115942,0.666666666666667,0.769230769230769,0.590909090909091,0.691176470588235,0.732142857142857,0.6,0.608108108108108,0.848484848484849,0.705882352941177
"chr21_12975001_12985000",0.581395348837209,0.641791044776119,0.61764705882353,0.604651162790698,0.738461538461539,0.741935483870968,0.72,0.792452830188679,0.710144927536232,0.780487804878049,0.844444444444444,0.696969696969697,0.786885245901639,0.740740740740741,0.709090909090909,0.770833333333333,0.716417910447761,0.840909090909091,0.639344262295082,0.628571428571429,0.791044776119403,0.646341463414634
"chr21_12980001_12990000",0.589285714285714,0.671232876712329,0.621621621621622,0.571428571428571,0.732142857142857,0.720588235294118,0.672131147540984,0.781818181818182,0.8,0.717948717948718,0.771929824561403,0.725806451612903,0.8,0.703125,0.683333333333333,0.74,0.654320987654321,0.839285714285714,0.746268656716418,0.753846153846154,0.795918367346939,0.611111111111111
"chr21_12985001_12995000",0.717391304347826,0.645833333333333,0.851851851851852,0.609756097560976,0.75,0.745762711864407,0.673076923076923,0.660714285714286,0.783783783783784,0.707317073170732,0.68421052631579,0.666666666666667,0.692307692307692,0.681818181818182,0.753846153846154,0.692307692307692,0.711538461538462,0.8125,0.864406779661017,0.725490196078431,0.8,0.620689655172414
"chr21_12990001_13000000",0.813953488372093,0.666666666666667,0.736842105263158,0.625,0.56,0.653061224489796,0.692307692307692,0.714285714285714,0.821428571428571,0.666666666666667,0.648148148148148,0.695652173913043,0.745098039215686,0.727272727272727,0.731707317073171,0.682926829268293,0.696969696969697,0.775510204081633,0.833333333333333,0.706896551724138,0.628571428571429,0.6
"chr21_12995001_13005000",0.666666666666667,0.722222222222222,0.716666666666667,0.764705882352941,0.567567567567568,0.728571428571429,0.733333333333333,0.864864864864865,0.787234042553192,0.648648648648649,0.688888888888889,0.777777777777778,0.823529411764706,0.822222222222222,0.384615384615385,0.689655172413793,0.5625,0.787234042553192,0.842857142857143,0.67741935483871,0.611111111111111,0.714285714285714
"chr21_13000001_13010000",0.636363636363636,0.791666666666667,0.707317073170732,0.823529411764706,0.666666666666667,0.792452830188679,0.7,0.588235294117647,0.741935483870968,0.666666666666667,0.72,0.733333333333333,0.85,0.714285714285714,0.375,0.789473684210526,0.541666666666667,0.84,0.865384615384615,0.666666666666667,0.65,0.888888888888889
"chr21_13005001_13015000",0.775510204081633,0.833333333333333,0.69811320754717,0.75,0.645161290322581,0.935483870967742,0.903225806451613,0.64,0.777777777777778,0.444444444444444,0.852941176470588,0.789473684210526,0.333333333333333,0.692307692307692,0.766666666666667,0.666666666666667,0.666666666666667,0.585365853658537,0.659090909090909,0.8,0.5,0.894736842105263
"chr21_13010001_13020000",0.804878048780488,0.916666666666667,0.724137931034483,0.7,0.685714285714286,0.942857142857143,0.902439024390244,0.869565217391304,0.733333333333333,0.6,0.88235294117647,0.666666666666667,0.571428571428571,0.857142857142857,0.8,0.75,0.636363636363636,0.677966101694915,0.682926829268293,0.933333333333333,0.714285714285714,0.72
"chr21_13015001_13025000",0.666666666666667,1,0.789473684210526,0.734375,0.578947368421053,0.954545454545455,0.761904761904762,0.769230769230769,0.761904761904762,0.8125,0.8,0.642857142857143,0.681818181818182,0.666666666666667,0.9,0.928571428571429,0.333333333333333,0.76,0.9,0.826086956521739,0.933333333333333,0.647058823529412
"chr21_13020001_13030000",0.8125,0.789473684210526,0.705882352941177,0.732142857142857,0.48,0.904761904761905,0.846153846153846,0.461538461538462,0.777777777777778,0.678571428571429,0.461538461538462,0.6,0.583333333333333,0.5,0.846153846153846,0.666666666666667,0.533333333333333,0.423076923076923,0.733333333333333,0.631578947368421,0.884615384615385,0.846153846153846
"chr21_13025001_13035000",0.888888888888889,0.708333333333333,0.722222222222222,0.652173913043478,0.638888888888889,0.88235294117647,0.833333333333333,0.571428571428571,0.757575757575758,0.619047619047619,0.458333333333333,0.5,0.5625,0.416666666666667,0.692307692307692,0.533333333333333,0.739130434782609,0.548387096774194,0.6875,0.444444444444444,0.823529411764706,0.833333333333333
"chr21_13030001_13040000",0.9,0.870967741935484,0.916666666666667,0.90625,0.702127659574468,0.944444444444444,0.806451612903226,0.7,0.666666666666667,0.724137931034483,0.666666666666667,0.625,0.75,0.545454545454545,0.736842105263158,0.620689655172414,0.782608695652174,0.666666666666667,0.615384615384615,0.625,0.444444444444444,0.857142857142857
"chr21_13035001_13045000",0.6,0.9375,0.888888888888889,0.92,0.642857142857143,0.88235294117647,0.846153846153846,0.785714285714286,0.3,0.692307692307692,0.75,0.4,0.80952380952381,0.6,0.785714285714286,0.545454545454545,0.636363636363636,NA,0.8,0.6,0.642857142857143,0.875
"chr21_13040001_13050000",0.4,NA,0,NA,NA,0.333333333333333,NA,NA,0.444444444444444,NA,0.4,0.285714285714286,NA,0.666666666666667,NA,NA,NA,NA,1,0.666666666666667,1,NA
"chr21_13045001_13055000",0.333333333333333,NA,0.333333333333333,0.625,0.8,NA,NA,0.666666666666667,0.8,NA,0.384615384615385,NA,0.5,NA,0.666666666666667,0.6,0.9,0.8,0.285714285714286,0.846153846153846,NA,0.75
"chr21_13050001_13060000",NA,1,0.5,0.6875,0.888888888888889,NA,0.692307692307692,0.666666666666667,0.833333333333333,NA,0.714285714285714,NA,0.5,NA,NA,0.714285714285714,0.818181818181818,0.714285714285714,0,0.785714285714286,NA,NA
"chr21_13055001_13065000",NA,NA,0.5,NA,0.571428571428571,0.333333333333333,0.733333333333333,0.857142857142857,0.8,0.666666666666667,0.857142857142857,NA,0,NA,0.571428571428571,0.5,0,0.25,0.2,0.666666666666667,NA,0.25
"chr21_13060001_13070000",NA,0.8,0.5,0.333333333333333,0.4,1,0.8,0.857142857142857,0.666666666666667,0.4,0.6875,0.75,0.375,0.6,0.625,0.6,0.444444444444444,0.6,0.833333333333333,0.6,NA,0.2
"chr21_13065001_13075000",0.75,0.75,0.833333333333333,0.307692307692308,NA,0.6,0.555555555555556,0.777777777777778,0.857142857142857,0.6,0,0.652173913043478,0.4375,0.75,0.416666666666667,0.842105263157895,0.566666666666667,0.75,0.666666666666667,0.6,0.777777777777778,NA
"chr21_13070001_13080000",0.75,0.7,1,0.285714285714286,0.6,NA,0.478260869565217,0.846153846153846,0.823529411764706,0.75,0.6,0.789473684210526,0.571428571428571,NA,0,1,0.588235294117647,0.708333333333333,0.666666666666667,0.833333333333333,0.75,0.666666666666667
"chr21_13075001_13085000",0.2,0.666666666666667,0.6875,0.375,0.6875,NA,0.526315789473684,0.7,0.538461538461538,0.375,0.6,0.875,0.571428571428571,NA,0.166666666666667,1,0.733333333333333,0.666666666666667,0.666666666666667,0.785714285714286,0.777777777777778,0.714285714285714
"chr21_13080001_13090000",0.5,0.4,0.625,0.363636363636364,0.583333333333333,NA,0.6,0.384615384615385,0.466666666666667,0.333333333333333,0.375,0.6,0.45,NA,0.6,0.5,0.692307692307692,0.583333333333333,0.428571428571429,0.714285714285714,0.75,0.666666666666667
"chr21_13085001_13095000",0.571428571428571,NA,NA,0.5,0.461538461538462,NA,NA,0.692307692307692,0.625,0.5,0.545454545454545,0.6,0.142857142857143,0.75,0.4,0.5,0.142857142857143,0.4,0.333333333333333,0.692307692307692,NA,0.666666666666667
"chr21_13090001_13100000",0,NA,0.5,0.5,0.666666666666667,NA,0.666666666666667,1,NA,0.571428571428571,0.25,0.777777777777778,0.272727272727273,0.571428571428571,0.6,0.571428571428571,0.363636363636364,0.333333333333333,0.5,0.25,NA,1
"chr21_13095001_13105000",0,NA,0.714285714285714,0.444444444444444,0.533333333333333,0.857142857142857,0.733333333333333,0.888888888888889,0.88235294117647,0.428571428571429,0.125,0.866666666666667,0.6,0.6,0.666666666666667,0.545454545454545,0.363636363636364,0.625,0.8,0.428571428571429,0.833333333333333,0.666666666666667
"chr21_13100001_13110000",NA,0.875,1,0.722222222222222,0.636363636363636,0.875,0.777777777777778,0.933333333333333,0.875,NA,0.7,0.533333333333333,0.875,NA,0.6875,0.428571428571429,0.583333333333333,0.846153846153846,0.740740740740741,0.6,0.857142857142857,0.583333333333333
"chr21_13105001_13115000",NA,0.916666666666667,0.666666666666667,0.9,NA,0.6,NA,1,NA,1,0.875,0.142857142857143,0.916666666666667,NA,0.8,0.333333333333333,0.692307692307692,NA,0.666666666666667,0.777777777777778,1,NA
"chr21_13110001_13120000",NA,1,0.625,NA,0.285714285714286,0.571428571428571,NA,0.25,0.833333333333333,0.833333333333333,0.578947368421053,0.5,0.916666666666667,NA,0.692307692307692,NA,0.571428571428571,0.5,0.6,0.705882352941177,0.833333333333333,0.666666666666667
"chr21_13115001_13125000",0.8,0.5,0.25,0.777777777777778,0.444444444444444,0.666666666666667,0.5,0,1,0.6,0.695652173913043,0.5,0.75,NA,0.6,0.857142857142857,0.375,0.666666666666667,0.714285714285714,0.6,0.8,0.625
"chr21_13120001_13130000",0.8,0.4,0,0.545454545454545,0.727272727272727,0.692307692307692,0.714285714285714,1,0.666666666666667,0.4,0.615384615384615,0.666666666666667,0.80952380952381,0.333333333333333,0.652173913043478,0.653846153846154,0.583333333333333,0.655172413793103,0.714285714285714,0.583333333333333,0.444444444444444,0.733333333333333
"chr21_13125001_13135000",0.8,0.5,0.333333333333333,0.576923076923077,0.733333333333333,0.777777777777778,1,0.928571428571429,0.6875,0.666666666666667,0.111111111111111,0.833333333333333,0.818181818181818,0.5,0.526315789473684,0.588235294117647,1,0.611111111111111,0.769230769230769,0.642857142857143,0.444444444444444,0.75
"chr21_13130001_13140000",0.615384615384615,NA,0.875,0.576923076923077,0.666666666666667,NA,0.714285714285714,0.857142857142857,0.695652173913043,0.75,0.222222222222222,0.75,0.333333333333333,NA,0.166666666666667,0.5,1,0.666666666666667,0.888888888888889,0.666666666666667,NA,0.75
"chr21_13135001_13145000",0.375,0.75,0.68,0.666666666666667,0,0.625,0.538461538461538,0.666666666666667,0.5625,0.642857142857143,0.578947368421053,0.666666666666667,0.846153846153846,0.142857142857143,0.333333333333333,0,1,0.4,0.75,0.666666666666667,0.333333333333333,0.75
"chr21_13140001_13150000",0.5,0.5,0.428571428571429,0.7,0,0.666666666666667,0.571428571428571,0.631578947368421,0.583333333333333,0.5,0.733333333333333,0.6,0.8125,0.166666666666667,0.285714285714286,0.333333333333333,0.6,0.333333333333333,0.769230769230769,0.833333333333333,0.5,0.857142857142857
"chr21_13145001_13155000",0.5,0.25,0.31578947368421,0.4,0.625,NA,0.625,0.6875,0.5,NA,0.6,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.5,0.294117647058824,0.888888888888889,0.571428571428571,NA,0.875
"chr21_13150001_13160000",0.666666666666667,NA,0.578947368421053,0,0.444444444444444,1,0.533333333333333,0.6875,0.615384615384615,0.75,0.5,NA,0.625,0.75,0.75,0.5,0.6,0.375,1,0.625,NA,0.75
"chr21_13155001_13165000",0.703703703703704,NA,0.666666666666667,0.333333333333333,0.285714285714286,1,0.25,NA,0.538461538461538,0.5,0.375,0.142857142857143,0.5,NA,0.444444444444444,0.6,0.4,NA,0.857142857142857,0.75,0.428571428571429,0.333333333333333
"chr21_13160001_13170000",0.692307692307692,NA,0.785714285714286,0.625,0.714285714285714,0.75,0.5,0.285714285714286,0.583333333333333,0.375,0.428571428571429,0.263157894736842,0.545454545454545,NA,0.333333333333333,0.5625,0.25,NA,0.571428571428571,NA,0.5,0.333333333333333
"chr21_13165001_13175000",NA,0.777777777777778,0.8,0.4,0.818181818181818,0.666666666666667,0.4,0.428571428571429,1,0.777777777777778,0.444444444444444,0.333333333333333,0.4,NA,0.333333333333333,0.571428571428571,0,NA,0.571428571428571,NA,0.75,NA
"chr21_13170001_13180000",NA,0.666666666666667,0.666666666666667,0,1,NA,NA,NA,NA,1,NA,0.4,0.363636363636364,NA,NA,0.5,0.25,NA,0.4,0.6,NA,NA
"chr21_13175001_13185000",NA,NA,NA,NA,0.666666666666667,0.666666666666667,NA,NA,NA,NA,0.666666666666667,0.4,NA,NA,NA,0.25,0.4,1,NA,0.857142857142857,NA,NA
"chr21_13180001_13190000",NA,NA,NA,NA,0.6,0.714285714285714,0.333333333333333,NA,0.666666666666667,NA,0.666666666666667,0.75,0.75,0.375,1,NA,NA,1,NA,0.714285714285714,NA,NA
"chr21_13185001_13195000",NA,0.888888888888889,NA,NA,0.6,0.714285714285714,0.6,0.8,0.857142857142857,1,0.666666666666667,0.428571428571429,0.6,0.666666666666667,NA,0.8,NA,1,0.75,0.571428571428571,NA,0.2
"chr21_13190001_13200000",NA,0.8,1,0.666666666666667,0,NA,1,0.666666666666667,0.8125,1,0.8125,0.2,0.571428571428571,0.6,0.333333333333333,0.6,0.875,0.928571428571429,0.933333333333333,0.75,NA,0.4375
"chr21_13195001_13205000",0.333333333333333,0.636363636363636,0.842105263157895,0.666666666666667,0.444444444444444,NA,1,0.666666666666667,0.705882352941177,NA,0.85,0.666666666666667,0.75,0.2,0.4,0,0.8,0.888888888888889,0.833333333333333,0.8,0.625,0.615384615384615
"chr21_13200001_13210000",0,0.75,0.785714285714286,NA,0.8,1,NA,0.916666666666667,0.8,NA,0.8,1,0.846153846153846,0.695652173913043,0.863636363636364,0.333333333333333,NA,0.923076923076923,0.6,NA,0.714285714285714,0.826086956521739
"chr21_13205001_13215000",NA,1,1,0.75,0.666666666666667,1,NA,0.769230769230769,NA,0.333333333333333,0.75,0.666666666666667,0.75,0.9375,0.904761904761905,0.636363636363636,0.538461538461538,0.954545454545455,NA,NA,NA,0.875
"chr21_13210001_13220000",NA,1,0.25,0.833333333333333,0.875,NA,1,0.5,NA,0.333333333333333,0.5,NA,0.6,0.75,NA,0.833333333333333,0.533333333333333,1,NA,0.5,0.333333333333333,0.714285714285714
"chr21_13215001_13225000",NA,0.833333333333333,0.5,0.909090909090909,0.695652173913043,0.666666666666667,0.8,0.6,0.666666666666667,0.142857142857143,0.666666666666667,0.333333333333333,0.6,0.8125,0.571428571428571,0.772727272727273,0.636363636363636,0.8,0.75,0.4375,0.333333333333333,0.48
"chr21_13220001_13230000",0.733333333333333,0.461538461538462,0.75,0.8125,0.703703703703704,0.4,0.555555555555556,0.25,0.428571428571429,0.0833333333333333,0.777777777777778,0.555555555555556,0.714285714285714,0.55,0.647058823529412,0.333333333333333,0.733333333333333,0.333333333333333,0.736842105263158,0.45,0,0.551724137931034
"chr21_13225001_13235000",0.75,0.461538461538462,0.8,0.642857142857143,0.555555555555556,0.2,0.466666666666667,0.4,0.55,0.4,0.75,0.384615384615385,0.857142857142857,0.476190476190476,0.625,0.466666666666667,0.5,0.555555555555556,0.625,0.428571428571429,0.333333333333333,0.608695652173913
"chr21_13230001_13240000",0.75,0.666666666666667,0.857142857142857,0.421052631578947,0.473684210526316,0.4,0.6,0.642857142857143,1,0.764705882352941,0.571428571428571,0.64,0.857142857142857,0.857142857142857,0.625,0.615384615384615,0.166666666666667,0.8125,0.714285714285714,0.333333333333333,0.666666666666667,0.578947368421053
"chr21_13235001_13245000",0.375,0.875,0.8,0.62962962962963,0.636363636363636,0.6,0.647058823529412,0.555555555555556,1,0.625,0.55,0.666666666666667,0.666666666666667,0.875,0.8,0.428571428571429,0.352941176470588,0.875,0.571428571428571,NA,0.333333333333333,0.68
"chr21_13240001_13250000",0.357142857142857,0.8,0.625,0.875,0.5,0.714285714285714,0.730769230769231,0.45,0.857142857142857,0.25,0.666666666666667,0.67741935483871,0.666666666666667,0.727272727272727,0.6,0.384615384615385,0.416666666666667,0.846153846153846,0.363636363636364,0,0.631578947368421,0.789473684210526
"chr21_13245001_13255000",0.5,0.666666666666667,0.571428571428571,0.5,0.75,0.8,0.84375,0.666666666666667,0.714285714285714,NA,0.6875,0.580645161290323,0.833333333333333,0.545454545454545,0.695652173913043,0.6,0.388888888888889,0.923076923076923,0.421052631578947,0.333333333333333,0.705882352941177,0.705882352941177
"chr21_13250001_13260000",0.545454545454545,0.8,0.625,0.428571428571429,0.714285714285714,0.733333333333333,0.8,0.75,0.923076923076923,0.2,NA,0.659090909090909,0.714285714285714,0.6,0.818181818181818,NA,0.733333333333333,0.714285714285714,0.75,0.608695652173913,0.5,0.555555555555556
"chr21_13255001_13265000",0.588235294117647,0.777777777777778,0.444444444444444,0.333333333333333,0.666666666666667,0.681818181818182,0.75,0.666666666666667,1,0.555555555555556,0.625,0.727272727272727,0.545454545454545,0.692307692307692,0.91304347826087,0.764705882352941,0.80952380952381,0.666666666666667,0.714285714285714,0.727272727272727,0.428571428571429,0.611111111111111
"chr21_13260001_13270000",0.642857142857143,0.666666666666667,NA,0.333333333333333,0.636363636363636,0.75,0.857142857142857,0.5,1,0.384615384615385,0.75,0.142857142857143,0.857142857142857,0.6,0.888888888888889,0.736842105263158,0.818181818181818,0.652173913043478,0.2,0.5,0.375,0.761904761904762
"chr21_13265001_13275000",0.823529411764706,0.642857142857143,NA,0.666666666666667,0.7,0.833333333333333,0.6875,0.571428571428571,0.714285714285714,0.142857142857143,0.625,0.307692307692308,0.857142857142857,0.3,0.5,0.714285714285714,0.571428571428571,0.285714285714286,0,0.333333333333333,0.666666666666667,0.875
"chr21_13270001_13280000",0.8,0.875,0.285714285714286,0.727272727272727,0.894736842105263,0.727272727272727,0.352941176470588,0.333333333333333,0.647058823529412,0.222222222222222,0.571428571428571,0.461538461538462,0.714285714285714,0.833333333333333,0.4,0.666666666666667,0.578947368421053,0.5,0.555555555555556,0.8,0.5,0.666666666666667
"chr21_13275001_13285000",0.45,0.82051282051282,0.380952380952381,0.8,0.807692307692308,0.727272727272727,0.357142857142857,0.384615384615385,0.823529411764706,0.32,0.545454545454545,0.583333333333333,0.75,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.461538461538462,0.642857142857143,0.764705882352941,0.625,0.75
"chr21_13280001_13290000",0.65,0.6,0.590909090909091,1,0.565217391304348,0.8,0.75,0.7,0.857142857142857,0.44,0.6,0.8,0.818181818181818,0.4,0.875,1,0.636363636363636,0.5,0.647058823529412,0.769230769230769,0.7,0.333333333333333
"chr21_13285001_13295000",0.923076923076923,0.75,0.6,0.666666666666667,0.5,0.6,0.888888888888889,0.666666666666667,0.7,0.384615384615385,0.272727272727273,0.5,0.7,0.272727272727273,1,NA,NA,0.666666666666667,0.7,0.916666666666667,0.571428571428571,0.421052631578947
"chr21_13290001_13300000",0.8,0.571428571428571,0.769230769230769,0.407407407407407,0.611111111111111,0.363636363636364,0.8,0.444444444444444,0.823529411764706,0.5,0.111111111111111,0.583333333333333,0.3,0.75,0.625,NA,0.714285714285714,0.470588235294118,0.578947368421053,0.714285714285714,0.666666666666667,0.578947368421053
"chr21_13295001_13305000",0.833333333333333,0.25,0.666666666666667,0.36,0.777777777777778,0.375,0.555555555555556,0.25,0.55,0.375,0.285714285714286,0.75,0.545454545454545,0.9,0.461538461538462,0.6,0.333333333333333,0.588235294117647,0.368421052631579,0.416666666666667,0.571428571428571,0.428571428571429
"chr21_13300001_13310000",0.8,0.25,0.461538461538462,0.444444444444444,0.666666666666667,0.727272727272727,0.545454545454545,0.25,0.35,0.333333333333333,0.25,0.666666666666667,0.375,0.6,0.333333333333333,0.5,0.266666666666667,0.666666666666667,0.611111111111111,0.333333333333333,0.5,0.5
"chr21_13305001_13315000",0.571428571428571,0.8,0.956521739130435,0.8,0.727272727272727,0.875,0.461538461538462,0.777777777777778,0.470588235294118,0.833333333333333,0.692307692307692,0.5,0.272727272727273,0.75,0.625,0.785714285714286,0.818181818181818,0.6,0.757575757575758,0.777777777777778,0.666666666666667,0.782608695652174
"chr21_13310001_13320000",0.583333333333333,0.764705882352941,1,0.652173913043478,0.692307692307692,0.909090909090909,0.333333333333333,0.842105263157895,0.333333333333333,0.5,0.8,0.375,0.3,0.8,0.538461538461538,0.764705882352941,0.692307692307692,0.5625,0.666666666666667,0.777777777777778,0.75,0.785714285714286
"chr21_13315001_13325000",0.583333333333333,0.75,0.666666666666667,0.444444444444444,0.375,0.909090909090909,0.25,0.625,0.2,0.461538461538462,0.666666666666667,0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.428571428571429,0.75,0.692307692307692,0.5,0.6,NA,0.7
"chr21_13320001_13330000",0.666666666666667,0.833333333333333,0.642857142857143,0.666666666666667,0.7,0.714285714285714,0.5,0.428571428571429,0.571428571428571,0.785714285714286,0.4,0.75,0.333333333333333,0.625,0.714285714285714,0.25,NA,0.75,0.714285714285714,0.357142857142857,0.5,0.5
"chr21_13325001_13335000",0.875,0.857142857142857,0.571428571428571,0.5,0.6,0.583333333333333,0.75,0.6,0.333333333333333,0.75,0.142857142857143,0.666666666666667,0.25,0.2,0.714285714285714,0.285714285714286,0.8,0.625,0.75,0.230769230769231,0.428571428571429,0.416666666666667
"chr21_13330001_13340000",1,0.333333333333333,0.5,0.571428571428571,0.636363636363636,0.8,0.6,NA,0.8,NA,0.25,NA,NA,0.2,NA,0.75,0.571428571428571,NA,1,NA,0.5,0.571428571428571
"chr21_13335001_13345000",0.833333333333333,0.166666666666667,0.8,0.833333333333333,0.583333333333333,1,0.461538461538462,1,0.611111111111111,0.25,0.333333333333333,1,1,0.5,0.444444444444444,0.866666666666667,0.25,0.333333333333333,0.7,0.8,0.333333333333333,0.625
"chr21_13340001_13350000",0.714285714285714,0.470588235294118,0.5,0.9,0.3,1,0.4,0.8,0.590909090909091,0.375,0.6,0.777777777777778,0.833333333333333,1,0.56,0.625,0.777777777777778,0.416666666666667,0.571428571428571,0.739130434782609,0.75,0.8
